/home/rdmerrio/gits/yaep/test/compare_parsers/ansic.y, warning,parser-conflict, 1 shift/reduce conflict 
/home/rdmerrio/gits/yaep/src/yaep.c,1270,old-style-cast,44: warning: use of old-style cast to 'hash_table_entry_t' {aka 'const void*'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1403,old-style-cast,73: warning: use of old-style cast to 'struct rules*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1273,conversion,32: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1277,old-style-cast,42: warning: use of old-style cast to 'const struct tab_term_set*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct tab_term_set**' 
/home/rdmerrio/gits/yaep/src/yaep.c,5736,cast-qual,12: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct tok*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct rule*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1659,old-style-cast,37: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1659,old-style-cast,52: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1664,old-style-cast,35: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1665,old-style-cast,69: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,5741,cast-qual,4: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1669,old-style-cast,90: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1403,old-style-cast,73: warning: use of old-style cast to 'struct rules*' 
/home/rdmerrio/gits/yaep/src/yaep.c,66,old-style-cast,68: warning: use of old-style cast to 'size_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1507,sign-conversion,40: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1697,old-style-cast,31: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,5742,cast-qual,10: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,1697,old-style-cast,46: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct rule*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1540,,29: warning: format '%d' expects argument of type 'int', but argument 3 has type 'ptrdiff_t' {aka 'long int'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.c,5796,conversion,10: warning: conversion from 'long unsigned int' to 'unsigned int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1507,sign-conversion,40: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1837,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,5801,missing-prototypes,1: warning: no previous prototype for 'trans_visit_node_eq' 
/home/rdmerrio/gits/yaep/src/yaep.c,1845,old-style-cast,29: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1845,old-style-cast,89: warning: use of old-style cast to 'int' 
/home/rdmerrio/gits/yaep/src/yaep.c,1846,sign-conversion,36: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1849,sign-conversion,34: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.c,1853,sign-conversion,21: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1540,,29: warning: format '%d' expects argument of type 'int', but argument 3 has type 'ptrdiff_t' {aka 'long int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1856,sign-conversion,58: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit**' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct tok*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1872,conversion,14: warning: conversion from 'int' to 'short int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1875,conversion,41: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1659,old-style-cast,37: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1659,old-style-cast,52: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1664,old-style-cast,35: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1665,old-style-cast,69: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,5837,cast-qual,10: warning: cast discards 'const' qualifier from pointer target type 
/home/rdmerrio/gits/yaep/src/yaep.c,1669,old-style-cast,90: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,66,old-style-cast,68: warning: use of old-style cast to 'size_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1912,sign-conversion,38: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.c,1697,old-style-cast,31: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct tok*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1697,old-style-cast,46: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1659,old-style-cast,37: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1659,old-style-cast,52: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1664,old-style-cast,35: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,old-style-cast,26: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,,11: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,1665,old-style-cast,69: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,1669,old-style-cast,90: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,old-style-cast,26: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,,11: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2128,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2128,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2129,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2129,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,66,old-style-cast,68: warning: use of old-style cast to 'size_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,2132,old-style-cast,34: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2132,,19: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct symb**' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.c,2152,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2152,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2153,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1697,old-style-cast,31: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2153,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2154,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1697,old-style-cast,46: warning: use of old-style cast to 'void*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2154,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2155,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2155,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2164,old-style-cast,52: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2164,,22: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2165,old-style-cast,54: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2165,,24: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2166,old-style-cast,50: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2166,,20: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2169,sign-conversion,27: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2169,sign-conversion,52: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,5983,sign-conversion,49: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2176,old-style-cast,53: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2176,,23: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2177,old-style-cast,53: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2177,,23: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2178,old-style-cast,55: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2178,,25: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2179,old-style-cast,55: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2179,,25: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2180,old-style-cast,51: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2180,,21: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2181,old-style-cast,51: warning: use of old-style cast to 'struct set_term_lookahead*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2181,,21: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set_term_lookahead*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,1837,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1845,old-style-cast,29: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,66,old-style-cast,68: warning: use of old-style cast to 'size_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,1845,old-style-cast,89: warning: use of old-style cast to 'int' 
/home/rdmerrio/gits/yaep/src/yaep.c,1846,sign-conversion,36: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,66,conversion,28: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,2230,sign-conversion,53: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1849,sign-conversion,34: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'vlo_t**' {aka 'class vlo**'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.c,1837,old-style-cast,16: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1853,sign-conversion,21: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'vlo_t**' {aka 'class vlo**'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'char*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2256,conversion,35: warning: conversion from 'size_t' {aka 'long unsigned int'} to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1856,sign-conversion,58: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1845,old-style-cast,29: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.c,2259,sign-conversion,41: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'uintptr_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit**' 
/home/rdmerrio/gits/yaep/src/yaep.c,2261,old-style-cast,41: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1845,old-style-cast,89: warning: use of old-style cast to 'int' 
/home/rdmerrio/gits/yaep/src/yaep.c,1846,sign-conversion,36: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2263,old-style-cast,39: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2265,old-style-cast,35: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1849,sign-conversion,34: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,31,old-style-cast,38: warning: use of old-style cast to 'struct sit***' 
/home/rdmerrio/gits/yaep/src/yaep.c,6058,sign-conversion,27: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1853,sign-conversion,21: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1872,conversion,14: warning: conversion from 'int' to 'short int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1856,sign-conversion,58: warning: conversion to 'long unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1875,conversion,41: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit**' 
/home/rdmerrio/gits/yaep/src/yaep.c,66,old-style-cast,68: warning: use of old-style cast to 'size_t' {aka 'long unsigned int'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,30,old-style-cast,38: warning: use of old-style cast to 'vlo_t**' {aka 'class vlo**'} 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit*' 
/home/rdmerrio/gits/yaep/src/yaep.c,1872,conversion,14: warning: conversion from 'int' to 'short int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1875,conversion,41: warning: conversion from 'int' to 'char' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,2324,sign-conversion,50: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2327,sign-conversion,50: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2330,sign-conversion,50: warning: conversion to 'size_t' {aka 'long unsigned int'} from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,6057,conversion,27: warning: conversion from 'long unsigned int' to 'int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,1912,sign-conversion,38: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,1912,sign-conversion,38: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit**' 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,old-style-cast,26: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,,11: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit**' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'int*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,old-style-cast,26: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2094,,11: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,old-style-cast,26: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,,11: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct sit**' 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2101,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2128,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2128,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2102,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2129,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2129,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2439,old-style-cast,37: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2132,old-style-cast,34: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2439,,22: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2132,,19: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2448,sign-conversion,36: warning: conversion to 'unsigned int' from 'int' may change the sign of the result 
/home/rdmerrio/gits/yaep/src/yaep.c,2152,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2456,old-style-cast,47: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2152,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2456,,32: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,old-style-cast,26: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2120,,11: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2153,old-style-cast,48: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2153,,33: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,6078,conversion,10: warning: conversion from 'long unsigned int' to 'unsigned int' may change value 
/home/rdmerrio/gits/yaep/src/yaep.c,2154,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2154,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.c,2127,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2155,old-style-cast,33: warning: use of old-style cast to 'struct set*' 
/home/rdmerrio/gits/yaep/src/yaep.c,2155,,18: warning: cast from type 'hash_table_entry_t' {aka 'const void*'} to type 'set*' casts away qualifiers 
/home/rdmerrio/gits/yaep/src/yaep.cpp,40,old-style-cast,43: warning: use of old-style cast to 'struct set*' 
